Date,Open,High,Low,Close,Volume,"('Open', 'GOOG')","('High', 'GOOG')","('Low', 'GOOG')","('Close', 'GOOG')","('Volume', 'GOOG')"
2020-05-27 04:00:00,70.44377017624024,70.66693854965564,69.15343604859676,70.47309112548828,33716000.0,,,,,
2020-05-28 04:00:00,69.43029389493884,71.61629732348074,69.38754871380293,70.41792297363281,33844000.0,,,,,
2020-05-29 04:00:00,70.42835947986731,71.20524329284815,70.24992337560404,71.02381896972656,36418000.0,,,,,
2020-06-01 04:00:00,70.50044308067852,71.47316154563931,70.48105757694032,71.16797637939453,24342000.0,,,,,
2020-06-02 04:00:00,71.10484122235546,71.5551673631801,70.52230534549511,71.53578186035156,25562000.0,,,,,
2020-06-03 04:00:00,71.49005620753205,71.90021583015454,71.06642684582344,71.39462280273438,25124000.0,,,,,
2020-06-04 04:00:00,71.09737714276521,71.5228494393605,69.82146840185673,70.19176483154297,29686000.0,,,,,
2020-06-05 04:00:00,70.24097190338459,71.82555454352016,69.88459268519405,71.49452209472656,34698000.0,,,,,
2020-06-08 04:00:00,70.69676862336165,71.97169158388346,70.69676862336165,71.9030990600586,28084000.0,,,,,
2020-06-09 04:00:00,71.84096704276895,72.9662818306812,71.7341040791656,72.37777709960938,28184000.0,,,,,
2020-06-10 04:00:00,72.54577151106733,73.27737699359224,72.38323970622497,72.85941314697266,30504000.0,,,,,
2020-06-11 04:00:00,71.69781996533132,72.29402276728311,69.68577771460254,69.77723693847656,39826000.0,,,,,
2020-06-12 04:00:00,71.00246530968319,71.42545007714834,68.8915156528124,70.24148559570312,38928000.0,,,,,
2020-06-15 04:00:00,69.12908163108322,70.81903311599018,68.98593533347287,70.572998046875,30078000.0,,,,,
2020-06-16 04:00:00,71.83400868488002,72.32111113334605,70.87371341644914,71.70974731445312,34184000.0,,,,,
2020-06-17 04:00:00,71.93043785491443,72.5686425742845,71.14609860432768,72.12726593017578,30992000.0,,,,,
2020-06-18 04:00:00,72.02983714156329,72.14167539925141,70.92888331255725,71.37373352050781,31638000.0,,,,,
2020-06-19 04:00:00,71.77336465991421,71.96224437029842,70.64755694510046,71.16299438476562,63158000.0,,,,,
2020-06-22 04:00:00,71.0277959365229,72.20827894949937,70.74000921309958,72.16404724121094,30848000.0,,,,,
2020-06-23 04:00:00,72.35191824459064,73.36097294503574,71.83499433750478,72.78782653808594,28596000.0,,,,,
2020-06-24 04:00:00,72.64370015237024,73.33509368523443,71.06508613192928,71.17543029785156,35120000.0,,,,,
2020-06-25 04:00:00,71.07253743641537,71.71869050679253,70.58045967033316,71.64065551757812,24610000.0,,,,,
2020-06-26 04:00:00,71.14660305603708,71.24899127895642,67.20006038007985,67.59322357177734,85354000.0,,,,,
2020-06-29 04:00:00,67.50771133624684,69.3676574788749,66.95251700311957,69.33634185791016,36204000.0,,,,,
2020-06-30 04:00:00,69.11119284458289,70.51335767772301,68.7891022863534,70.2628402709961,40848000.0,,,,,
